Monday, June 27, 2011 18:42:09
Surface: Leather
Stylus: Steel
Speed: 432.0 mm\sec
Data rate: 800 Hz
Data range: ±4G
Overruns: 00000
-656.3, 101.6, -785.2,
-660.2, 113.3, -773.4,
-656.3, 113.3, -773.4,
-578.1, 82.0, -656.3,
-609.4, 66.4, -636.7,
-648.4, 85.9, -605.5,
-671.9, 117.2, -738.3,
-671.9, 101.6, -808.6,
-675.8, 85.9, -707.0,
-644.5, 85.9, -757.8,
-668.0, 156.3, -812.5,
-648.4, 109.4, -648.4,
-652.3, 117.2, -824.2,
-679.7, 105.5, -867.2,
-660.2, 109.4, -871.1,
-648.4, 156.3, -859.4,
-628.9, 140.6, -871.1,
-644.5, 148.4, -878.9,
-628.9, 140.6, -867.2,
-605.5, 89.8, -796.9,
-609.4, 105.5, -707.0,
-640.6, 97.7, -753.9,
-656.3, 89.8, -847.7,
-703.1, 101.6, -804.7,
-687.5, 128.9, -628.9,
-668.0, 82.0, -718.8,
-695.3, 74.2, -695.3,
-710.9, 117.2, -839.8,
-730.5, 136.7, -851.6,
-722.7, 144.5, -820.3,
-656.3, 132.8, -882.8,
-632.8, 175.8, -890.6,
-617.2, 144.5, -925.8,
-593.8, 125.0, -882.8,
-550.8, 121.1, -796.9,
-546.9, 105.5, -785.2,
-589.8, 74.2, -761.7,
-636.7, 101.6, -808.6,
-687.5, 125.0, -789.1,
-707.0, 66.4, -808.6,
-757.8, 121.1, -859.4,
-761.7, 125.0, -761.7,
-703.1, 121.1, -675.8,
-644.5, 85.9, -574.2,
-625.0, 85.9, -582.0,
-648.4, 132.8, -679.7,
-675.8, 101.6, -777.3,
-664.1, 82.0, -757.8,
-656.3, 105.5, -785.2,
-652.3, 128.9, -796.9,
-640.6, 125.0, -777.3,
-601.6, 66.4, -777.3,
-589.8, 97.7, -800.8,
-601.6, 105.5, -777.3,
-625.0, 97.7, -793.0,
-632.8, 140.6, -761.7,
-621.1, 105.5, -781.3,
-648.4, 136.7, -750.0,
-683.6, 113.3, -738.3,
-718.8, 156.3, -738.3,
-714.8, 97.7, -726.6,
-687.5, 93.8, -714.8,
-691.4, 113.3, -722.7,
-683.6, 105.5, -703.1,
-648.4, 97.7, -750.0,
-613.3, 93.8, -699.2,
-628.9, 128.9, -750.0,
-636.7, 117.2, -773.4,
-640.6, 109.4, -785.2,
-625.0, 156.3, -800.8,
-660.2, 140.6, -816.4,
-660.2, 160.2, -808.6,
-644.5, 93.8, -875.0,
-679.7, 164.1, -941.4,
-675.8, 113.3, -878.9,
-636.7, 113.3, -816.4,
-656.3, 164.1, -812.5,
-656.3, 136.7, -828.1,
-656.3, 156.3, -796.9,
-636.7, 101.6, -789.1,
-652.3, 117.2, -742.2,
-668.0, 125.0, -820.3,
-648.4, 50.8, -789.1,
-656.3, 125.0, -722.7,
-660.2, 148.4, -699.2,
-644.5, 74.2, -738.3,
-664.1, 125.0, -773.4,
-675.8, 109.4, -777.3,
-671.9, 144.5, -753.9,
-644.5, 85.9, -800.8,
-668.0, 152.3, -781.3,
-636.7, 105.5, -785.2,
-609.4, 109.4, -765.6,
-660.2, 132.8, -757.8,
-613.3, 74.2, -765.6,
-644.5, 152.3, -785.2,
-652.3, 93.8, -812.5,
-640.6, 78.1, -753.9,
-640.6, 109.4, -769.5,
-675.8, 105.5, -714.8,
-644.5, 58.6, -695.3,
-668.0, 89.8, -675.8,
-664.1, 85.9, -687.5,
-660.2, 101.6, -703.1,
-652.3, 89.8, -668.0,
-664.1, 101.6, -703.1,
-668.0, 128.9, -734.4,
-691.4, 113.3, -816.4,
-656.3, 93.8, -812.5,
-652.3, 85.9, -828.1,
-648.4, 128.9, -847.7,
-609.4, 89.8, -804.7,
-578.1, 132.8, -710.9,
-578.1, 105.5, -761.7,
-621.1, 132.8, -750.0,
-636.7, 117.2, -808.6,
-652.3, 54.7, -886.7,
-699.2, 117.2, -945.3,
-718.8, 113.3, -828.1,
-687.5, 117.2, -835.9,
-683.6, 113.3, -757.8,
-656.3, 128.9, -636.7,
-601.6, 109.4, -683.6,
-628.9, 82.0, -718.8,
-609.4, 58.6, -640.6,
-687.5, 125.0, -750.0,
-664.1, 105.5, -804.7,
-718.8, 125.0, -828.1,
-722.7, 140.6, -781.3,
-695.3, 136.7, -824.2,
-632.8, 101.6, -750.0,
-617.2, 121.1, -757.8,
-585.9, 121.1, -800.8,
-621.1, 121.1, -796.9,
-632.8, 140.6, -820.3,
-664.1, 125.0, -824.2,
-710.9, 128.9, -878.9,
-683.6, 136.7, -835.9,
-679.7, 140.6, -796.9,
-671.9, 156.3, -761.7,
-644.5, 113.3, -699.2,
-621.1, 117.2, -699.2,
-621.1, 89.8, -710.9,
-644.5, 58.6, -675.8,
-644.5, 121.1, -730.5,
-679.7, 113.3, -742.2,
-687.5, 97.7, -816.4,
-699.2, 136.7, -851.6,
-648.4, 136.7, -824.2,
-675.8, 136.7, -742.2,
-613.3, 93.8, -718.8,
-578.1, 58.6, -703.1,
-593.8, 89.8, -816.4,
-632.8, 66.4, -828.1,
-668.0, 125.0, -824.2,
-695.3, 140.6, -875.0,
-699.2, 140.6, -793.0,
-660.2, 121.1, -773.4,
-640.6, 132.8, -734.4,
-644.5, 132.8, -695.3,
-621.1, 93.8, -722.7,
-632.8, 113.3, -769.5,
-664.1, 105.5, -687.5,
-660.2, 97.7, -777.3,
-675.8, 89.8, -722.7,
-691.4, 109.4, -785.2,
-722.7, 121.1, -878.9,
-710.9, 117.2, -878.9,
-660.2, 101.6, -820.3,
-621.1, 125.0, -773.4,
-613.3, 128.9, -785.2,
-609.4, 113.3, -769.5,
-585.9, 101.6, -734.4,
-597.7, 66.4, -664.1,
-656.3, 105.5, -757.8,
-664.1, 89.8, -761.7,
-722.7, 121.1, -867.2,
-710.9, 121.1, -769.5,
-718.8, 136.7, -847.7,
-636.7, 105.5, -644.5,
-582.0, 85.9, -617.2,
-605.5, 66.4, -644.5,
-679.7, 97.7, -750.0,
-691.4, 85.9, -847.7,
-726.6, 164.1, -847.7,
-675.8, 93.8, -800.8,
-691.4, 125.0, -918.0,
-671.9, 171.9, -902.3,
-664.1, 109.4, -875.0,
-593.8, 101.6, -812.5,
-585.9, 125.0, -832.0,
-593.8, 117.2, -828.1,
-605.5, 109.4, -765.6,
-628.9, 156.3, -800.8,
-656.3, 109.4, -761.7,
-699.2, 101.6, -824.2,
-730.5, 144.5, -769.5,
-738.3, 140.6, -738.3,
-699.2, 101.6, -800.8,
-671.9, 85.9, -789.1,
-687.5, 144.5, -746.1,
-648.4, 93.8, -707.0,
-621.1, 82.0, -668.0,
-617.2, 140.6, -734.4,
