Thursday, June 23, 2011 20:14:35
Surface: Cloth - Kitchen Towel
Stylus: Steel
Speed: 432.0 mm\sec
Data rate: 800 Hz
Data range: ±4G
Overruns: 00000
-382.8, 93.8, -394.5,
-468.8, 50.8, -425.8,
-558.6, 3.9, -378.9,
-656.3, 15.6, -316.4,
-765.6, 7.8, -457.0,
-828.1, 43.0, -339.8,
-847.7, 85.9, -445.3,
-925.8, 207.0, -605.5,
-839.8, 78.1, -777.3,
-703.1, 132.8, -664.1,
-566.4, 27.3, -679.7,
-515.6, 74.2, -793.0,
-410.2, 269.5, -886.7,
-644.5, 1039.1, -0.0,
-582.0, 800.8, -2488.3,
-394.5, 183.6, -578.1,
-195.3, 3.9, -328.1,
-335.9, -195.3, -554.7,
-777.3, -265.6, -738.3,
-1160.2, -195.3, -609.4,
-1277.3, -27.3, -367.2,
-1246.1, 89.8, -179.7,
-1140.6, 168.0, -93.8,
-902.3, 93.8, -93.8,
-679.7, -19.5, -109.4,
-511.7, -97.7, -171.9,
-332.0, -85.9, -164.1,
-207.0, 11.7, -156.3,
-148.4, 117.2, -144.5,
-168.0, 191.4, -183.6,
-308.6, 101.6, -152.3,
-539.1, -15.6, -78.1,
-750.0, -121.1, -70.3,
-855.5, -152.3, -35.2,
-851.6, -82.0, -117.2,
-793.0, 27.3, -210.9,
-722.7, 97.7, -218.8,
-617.2, 109.4, -156.3,
-566.4, 58.6, -136.7,
-539.1, 7.8, -168.0,
-500.0, -23.4, -175.8,
-472.7, -19.5, -199.2,
-445.3, 0.0, -234.4,
-472.7, 11.7, -250.0,
-515.6, -11.7, -226.6,
-562.5, -46.9, -238.3,
-621.1, -93.8, -261.7,
-664.1, -117.2, -312.5,
-683.6, -105.5, -324.2,
-699.2, -82.0, -296.9,
-703.1, -27.3, -277.3,
-699.2, 31.3, -230.5,
-671.9, 54.7, -238.3,
-695.3, 70.3, -312.5,
-710.9, 132.8, -617.2,
-875.0, 160.2, -1363.3,
-1050.8, 74.2, -1882.8,
-960.9, -144.5, -1664.1,
-617.2, -54.7, -984.4,
-355.5, 179.7, -437.5,
-488.3, 406.3, -1203.1,
-707.0, 484.4, -2289.1,
-980.5, 351.6, -3960.9,
-1156.3, 957.0, -3882.8,
-804.7, 2195.3, -0.0,
-722.7, 1468.8, -2781.3,
-351.6, 1230.5, -2066.4,
-390.6, 1027.3, -1980.5,
-687.5, 78.1, -164.1,
-675.8, -82.0, -418.0,
-941.4, -15.6, -632.8,
-1093.8, -11.7, -449.2,
-1218.8, -58.6, -339.8,
-1175.8, -82.0, -281.3,
-910.2, -121.1, -136.7,
-687.5, -140.6, -121.1,
-476.6, -97.7, -199.2,
-300.8, -70.3, -179.7,
-164.1, -15.6, -97.7,
-136.7, 0.0, -117.2,
-191.4, 0.0, -144.5,
-304.7, -27.3, -148.4,
-476.6, -89.8, -140.6,
-668.0, -136.7, -140.6,
-859.4, -199.2, -117.2,
-933.6, -203.1, -148.4,
-910.2, -164.1, -214.8,
-843.8, -101.6, -246.1,
-753.9, -66.4, -226.6,
-652.3, -70.3, -226.6,
-554.7, -93.8, -210.9,
-437.5, -156.3, -203.1,
-398.4, -175.8, -226.6,
-351.6, -171.9, -261.7,
-355.5, -171.9, -242.2,
-425.8, -144.5, -246.1,
-500.0, -183.6, -289.1,
-625.0, -207.0, -332.0,
-714.8, -226.6, -355.5,
-769.5, -226.6, -324.2,
-773.4, -207.0, -347.7,
-769.5, -164.1, -316.4,
-750.0, -113.3, -285.2,
-679.7, -62.5, -300.8,
-656.3, -50.8, -359.4,
-691.4, -58.6, -785.2,
-824.2, 203.1, -2972.7,
-1535.2, 500.0, -0.0,
-1668.0, 578.1, -0.0,
-585.9, 1230.5, -3058.6,
-343.8, 843.8, -1437.5,
148.4, 550.8, -382.8,
230.5, 265.6, -875.0,
-132.8, -136.7, -1007.8,
-613.3, -293.0, -707.0,
-1062.5, -160.2, -468.8,
-1242.2, 93.8, -214.8,
-1375.0, 238.3, -156.3,
-1375.0, 218.8, -128.9,
-1250.0, 39.1, -105.5,
-1054.7, -113.3, -168.0,
-746.1, -121.1, -179.7,
-414.1, 3.9, -187.5,
-144.5, 175.8, -179.7,
7.8, 324.2, -156.3,
35.2, 316.4, -121.1,
-140.6, 183.6, -105.5,
-308.6, 7.8, -15.6,
-543.0, -66.4, 35.2,
-691.4, -58.6, -23.4,
-761.7, 19.5, -132.8,
-812.5, 136.7, -226.6,
-832.0, 168.0, -242.2,
-851.6, 164.1, -222.7,
-839.8, 109.4, -175.8,
-738.3, 97.7, -140.6,
-589.8, 113.3, -160.2,
-488.3, 125.0, -183.6,
-406.3, 132.8, -179.7,
-390.6, 132.8, -148.4,
-421.9, 97.7, -179.7,
-484.4, 46.9, -230.5,
-539.1, 7.8, -269.5,
-601.6, -54.7, -312.5,
-675.8, -89.8, -332.0,
-718.8, -46.9, -316.4,
-742.2, 11.7, -285.2,
-742.2, 85.9, -257.8,
-734.4, 152.3, -277.3,
-726.6, 164.1, -273.4,
-753.9, 273.4, -535.2,
-828.1, 953.1, -2113.3,
-1593.8, 1675.8, -0.0,
-1527.3, 2136.7, -0.0,
-960.9, 1164.1, -2074.2,
-293.0, 918.0, -1234.4,
11.7, 453.1, -800.8,
125.0, 93.8, -675.8,
-109.4, -168.0, -882.8,
-460.9, -277.3, -918.0,
-824.2, -242.2, -1160.2,
-1011.7, -152.3, -1007.8,
-1074.2, 27.3, -1402.3,
-1296.9, 43.0, -1726.6,
-1203.1, -50.8, -1527.3,
-1035.2, -3.9, -1421.9,
-867.2, -203.1, -1070.3,
-527.3, -187.5, -429.7,
-168.0, -11.7, -265.6,
-58.6, 27.3, -293.0,
-140.6, 11.7, -234.4,
-339.8, -128.9, -199.2,
-554.7, -230.5, -195.3,
-722.7, -269.5, -136.7,
-843.8, -269.5, -187.5,
-835.9, -222.7, -269.5,
-824.2, -101.6, -261.7,
-793.0, -58.6, -242.2,
-750.0, -74.2, -168.0,
-632.8, -70.3, -156.3,
-539.1, -50.8, -187.5,
-445.3, -58.6, -210.9,
-390.6, -50.8, -214.8,
-441.4, -70.3, -183.6,
-511.7, -105.5, -136.7,
-562.5, -132.8, -191.4,
-582.0, -156.3, -312.5,
-671.9, -156.3, -570.3,
-734.4, -93.8, -527.3,
-699.2, 15.6, -617.2,
-777.3, 82.0, -812.5,
-734.4, 78.1, -1187.5,
-804.7, 164.1, -1355.5,
-855.5, 328.1, -1675.8,
-699.2, 578.1, -1640.6,
-597.7, 250.0, -1648.4,
-554.7, -43.0, -1714.8,
-437.5, -187.5, -3523.4,
-921.9, 121.1, -3210.9,
-632.8, 597.7, -2277.3,
