Thursday, June 23, 2011 20:25:45
Surface: Plexiglass
Stylus: Steel
Speed: 432.0 mm\sec
Data rate: 800 Hz
Data range: ±4G
Overruns: 00000
-601.6, 66.4, -773.4,
-699.2, 136.7, -933.6,
-734.4, 97.7, -808.6,
-652.3, 82.0, -859.4,
-601.6, 78.1, -718.8,
-632.8, 101.6, -742.2,
-652.3, 125.0, -925.8,
-683.6, 105.5, -730.5,
-640.6, 125.0, -894.5,
-675.8, 121.1, -765.6,
-617.2, 66.4, -718.8,
-621.1, 109.4, -867.2,
-648.4, 105.5, -761.7,
-582.0, 74.2, -671.9,
-664.1, 105.5, -765.6,
-668.0, 109.4, -765.6,
-660.2, 97.7, -746.1,
-660.2, 109.4, -789.1,
-656.3, 97.7, -765.6,
-621.1, 97.7, -777.3,
-644.5, 105.5, -789.1,
-613.3, 82.0, -769.5,
-644.5, 121.1, -843.8,
-636.7, 113.3, -793.0,
-632.8, 97.7, -793.0,
-652.3, 105.5, -785.2,
-652.3, 105.5, -789.1,
-644.5, 113.3, -777.3,
-664.1, 113.3, -781.3,
-675.8, 101.6, -769.5,
-660.2, 101.6, -781.3,
-660.2, 97.7, -785.2,
-671.9, 117.2, -761.7,
-648.4, 93.8, -789.1,
-640.6, 117.2, -781.3,
-656.3, 101.6, -808.6,
-648.4, 113.3, -781.3,
-652.3, 113.3, -777.3,
-652.3, 113.3, -757.8,
-636.7, 113.3, -800.8,
-656.3, 117.2, -761.7,
-664.1, 101.6, -777.3,
-640.6, 109.4, -769.5,
-664.1, 113.3, -777.3,
-644.5, 97.7, -757.8,
-656.3, 113.3, -773.4,
-656.3, 97.7, -781.3,
-664.1, 121.1, -781.3,
-656.3, 109.4, -769.5,
-644.5, 105.5, -777.3,
-652.3, 109.4, -765.6,
-664.1, 113.3, -765.6,
-648.4, 117.2, -777.3,
-636.7, 105.5, -773.4,
-625.0, 105.5, -789.1,
-656.3, 125.0, -824.2,
-656.3, 117.2, -793.0,
-652.3, 128.9, -804.7,
-671.9, 105.5, -785.2,
-640.6, 82.0, -816.4,
-660.2, 82.0, -734.4,
-668.0, 113.3, -761.7,
-687.5, 113.3, -781.3,
-656.3, 78.1, -757.8,
-668.0, 148.4, -773.4,
-636.7, 144.5, -746.1,
-656.3, 89.8, -785.2,
-640.6, 93.8, -796.9,
-656.3, 113.3, -769.5,
-636.7, 117.2, -820.3,
-679.7, 121.1, -796.9,
-648.4, 93.8, -777.3,
-636.7, 97.7, -761.7,
-632.8, 105.5, -769.5,
-632.8, 101.6, -789.1,
-636.7, 136.7, -808.6,
-640.6, 97.7, -726.6,
-625.0, 85.9, -777.3,
-648.4, 113.3, -785.2,
-656.3, 117.2, -793.0,
-636.7, 85.9, -773.4,
-652.3, 113.3, -781.3,
-625.0, 85.9, -800.8,
-660.2, 109.4, -781.3,
-664.1, 101.6, -773.4,
-644.5, 93.8, -769.5,
-656.3, 85.9, -777.3,
-671.9, 101.6, -781.3,
-660.2, 89.8, -789.1,
-644.5, 113.3, -777.3,
-644.5, 117.2, -789.1,
-648.4, 97.7, -777.3,
-648.4, 105.5, -789.1,
-652.3, 101.6, -800.8,
-656.3, 113.3, -793.0,
-636.7, 105.5, -789.1,
-648.4, 97.7, -769.5,
-644.5, 97.7, -793.0,
-648.4, 109.4, -793.0,
-640.6, 105.5, -781.3,
-652.3, 117.2, -753.9,
-656.3, 105.5, -785.2,
-640.6, 105.5, -769.5,
-660.2, 109.4, -793.0,
-636.7, 101.6, -773.4,
-640.6, 97.7, -793.0,
-644.5, 117.2, -789.1,
-664.1, 93.8, -765.6,
-636.7, 93.8, -800.8,
-644.5, 97.7, -777.3,
-644.5, 97.7, -769.5,
-644.5, 113.3, -769.5,
-660.2, 105.5, -773.4,
-644.5, 105.5, -785.2,
-632.8, 117.2, -777.3,
-644.5, 113.3, -769.5,
-648.4, 97.7, -753.9,
-636.7, 101.6, -785.2,
-648.4, 101.6, -793.0,
-652.3, 113.3, -777.3,
-656.3, 117.2, -793.0,
-671.9, 136.7, -812.5,
-632.8, 85.9, -785.2,
-660.2, 109.4, -773.4,
-660.2, 105.5, -773.4,
-660.2, 101.6, -808.6,
-664.1, 125.0, -796.9,
-656.3, 101.6, -761.7,
-648.4, 109.4, -777.3,
-664.1, 105.5, -785.2,
-664.1, 105.5, -781.3,
-660.2, 117.2, -750.0,
-656.3, 101.6, -789.1,
-648.4, 113.3, -781.3,
-660.2, 113.3, -777.3,
-632.8, 136.7, -796.9,
-640.6, 121.1, -785.2,
-636.7, 109.4, -793.0,
-632.8, 105.5, -793.0,
-652.3, 113.3, -800.8,
-636.7, 105.5, -777.3,
-652.3, 121.1, -800.8,
-648.4, 117.2, -781.3,
-628.9, 93.8, -785.2,
-644.5, 109.4, -777.3,
-636.7, 101.6, -750.0,
-652.3, 101.6, -804.7,
-644.5, 105.5, -753.9,
-656.3, 97.7, -753.9,
-656.3, 97.7, -765.6,
-644.5, 97.7, -781.3,
-648.4, 121.1, -781.3,
-644.5, 105.5, -753.9,
-640.6, 117.2, -773.4,
-632.8, 117.2, -761.7,
-621.1, 109.4, -777.3,
-636.7, 117.2, -804.7,
-632.8, 117.2, -777.3,
-625.0, 109.4, -804.7,
-648.4, 109.4, -781.3,
-644.5, 121.1, -773.4,
-656.3, 109.4, -761.7,
-636.7, 117.2, -785.2,
-660.2, 125.0, -773.4,
-652.3, 85.9, -761.7,
-628.9, 105.5, -773.4,
-660.2, 125.0, -789.1,
-652.3, 105.5, -773.4,
-656.3, 132.8, -773.4,
-656.3, 109.4, -757.8,
-648.4, 97.7, -793.0,
-636.7, 117.2, -800.8,
-632.8, 117.2, -796.9,
-640.6, 113.3, -800.8,
-625.0, 89.8, -781.3,
-648.4, 113.3, -804.7,
-652.3, 109.4, -796.9,
-656.3, 128.9, -773.4,
-668.0, 121.1, -781.3,
-628.9, 82.0, -781.3,
-609.4, 101.6, -761.7,
-648.4, 105.5, -765.6,
-648.4, 105.5, -781.3,
-656.3, 105.5, -785.2,
-660.2, 128.9, -730.5,
-636.7, 85.9, -781.3,
-648.4, 117.2, -761.7,
-644.5, 113.3, -769.5,
-644.5, 109.4, -785.2,
-648.4, 105.5, -765.6,
-640.6, 97.7, -777.3,
-652.3, 109.4, -789.1,
-640.6, 97.7, -781.3,
-621.1, 97.7, -785.2,
-617.2, 125.0, -863.3,
-636.7, 113.3, -804.7,
-640.6, 113.3, -808.6,
-636.7, 109.4, -800.8,
-636.7, 105.5, -773.4,
-656.3, 93.8, -781.3,
-660.2, 121.1, -785.2,
-632.8, 109.4, -761.7,
-648.4, 109.4, -757.8,
-668.0, 125.0, -777.3,
-664.1, 121.1, -765.6,
-652.3, 105.5, -757.8,
-668.0, 105.5, -753.9,
-644.5, 101.6, -750.0,
-625.0, 113.3, -816.4,
-644.5, 125.0, -781.3,
-628.9, 117.2, -761.7,
-621.1, 113.3, -793.0,
-628.9, 125.0, -796.9,
-621.1, 105.5, -804.7,
-625.0, 101.6, -804.7,
-640.6, 89.8, -808.6,
-636.7, 109.4, -777.3,
-640.6, 105.5, -789.1,
